no,property-name,price,house-type,area,bedrooms,bathrooms,receptions,location,county,postal-code,
2363,Elm Tree Court,1100000,Flat / Apartment,1152,3,3,3,Elm Tree Road,London,NW8 9JT,
2364,St. Thomas's Mews,799950,House,1160,3,3,3, Putney,London,SW18 1AX,
2365,Hallowell Road,500000,House,792,2,2,2,Northwood,Middlesex,HA6 1DU,
2366,Bolingbroke Grove,575000,Flat / Apartment,625,2,2,2,,London,SW11 1DB,
2367,Aliwal Road,1375000,New development,1712,4,4,4,,London,SW11 1RD,
2368,Southgate Road,1675000,House,1845,5,5,5,Islington,London,N1 3HX,
2369,Welsby Court,700000,Flat / Apartment,964,2,2,2,Eaton Rise,London,W5 2EX,
2370,Gloucester Road,1400000,House,2151,5,5,5,Ealing,London,W5 4JB,
2371,Bramham Gardens,3295000,Flat / Apartment,1846,3,3,3,,London,SW5 0JE,
2372,Christian Court,489000,Flat / Apartment,660,2,2,2,Rotherhithe Street,London,SE16 5UA,
2373,Hollywood Court,1395000,Penthouse,831,2,2,2,Hollywood Road,London,SW10 9HR,
2374,Hogarth Road,1200000,Flat / Apartment,834,1,1,1,,London,SW5 0QH,
2375,Chiswick High Road,695000,Flat / Apartment,784,2,2,2,Chiswick,London,W4 1TE,
2376,The Oxygen,500000,Flat / Apartment,822,2,2,2,18 Western Gateway,London,E16 1BL,
2377,Lombard Wharf,950000,Flat / Apartment,880,2,2,2, Battersea,London,SW11 3GN,
2378,Ashley Gardens,1525000,Flat / Apartment,1215,2,2,2,Thirleby Road,London,SW1P 1HN,
2379,Hanover Gate Mansions,649950,Flat / Apartment,510,1,1,1,Park Road,London,NW1 4SN,
2380,Rutland Gate,3495000,Penthouse,1409,3,3,3,Knightsbridge,London,SW7 1PL,
2381,Bramfield Road,850000,Flat / Apartment,1010,2,2,2,,London,SW11 6PY,
2382,Warrington Crescent,4250000,Flat / Apartment,2750,4,4,4,Little Venice,London,W9 1EL,
2383,Hogarth Road,775000,Flat / Apartment,624,2,2,2,,London,SW5 0PT,
2384,The Lab Building,450000,Flat / Apartment,386,1,1,1, Clerkenwell,London,EC1R 4TW,
2385,St. George's Drive,650000,Flat / Apartment,458,2,2,2,Pimlico,London,SW1V 4DJ,
2386,Rose Square,3850000,New development,1776,3,3,3,Fulham Road,London,SW3 6RS,
2387,Albert Gate Court,5500000,Flat / Apartment,2651,4,4,4,124 Knightsbridge,London,SW1X 7PE,
2388,Chelsea Towers,1300000,Flat / Apartment,832,2,2,2,Chelsea Manor Gardens,London,SW3 5PN,
2389,Ainsdale Road,900000,House,1253,3,3,3,,London,W5 1JX,
2390,Ledbury Road,1500000,Flat / Apartment,1107,3,3,3,,London,W11 1HR,
2391,Mysore Road,1075000,Duplex,1295,3,3,3,,London,SW11 5RY,
2392,Warrington Crescent,1150000,Flat / Apartment,928,2,2,2,Little Venice,London,W9 1EL,
2393,Madrid Road,2950000,House,3953,4,4,4,Barnes,London,SW13 9PD,
2394,"Park Terrace, Warriner Gardens",2795000,House,2768,4,4,4,Battersea,London,SW11 4XW,
2395,Addison Park Mansions,1150000,Flat / Apartment,1100,3,3,3,Richmond Way,London,W14 0EB,
2396,Hyde Park Gardens Mews,2850000,House,1543,3,3,3,,London,W2 2NX,
2397,Bonney Terrace,1900000,House,2090,4,4,4,Ravenscourt Park,London,W6 0SN,
2398,King Street,550000,Flat / Apartment,517,1,1,1,Hammersmith,London,W6 0RR,
2399,Hendham Road,1550000,House,1777,4,4,4,Wandsworth,London,SW17 7DH,
2400,Sandy Lane,2195000,House,3467,5,5,5,Teddington,Middlesex,TW11 0DR,
2401,Timber Yard,1000000,Flat / Apartment,902,1,1,1, Shoreditch,London,N1 6ND,
2402,Foyle Road,2500000,New development,3682,5,5,5,Blackheath,London,SE3 7RH,
2403,Cecil Road,895000,House,1305,3,3,3,,London,SW19 1JR,
2404,Book House,650000,Flat / Apartment,797,2,2,2,45 East Hill,London,SW18 2QZ,
2405,Cadogan Square,4150000,Flat / Apartment,1504,2,2,2,,London,SW1X 0JW,
2406,Palace Court,1950000,Flat / Apartment,1883,3,3,3,Hampstead,London,NW3 6DN,
2407,Coleherne Court,2750000,Flat / Apartment,1821,4,4,4,Old Brompton Road,London,SW5 0ED,
2408,Godolphin Road,550000,Flat / Apartment,529,2,2,2,,London,W12 8JF,
2409,Ethelden Road,1500000,House,1860,4,4,4,,London,W12 7BG,
2410,Kersley Street,1950000,House,2090,4,4,4,,London,SW11 4PT,
2411,Clanricarde Gardens,2150000,Flat / Apartment,1830,4,4,4,,London,W2 4JH,
2412,Clancarty Road,2800000,House,2682,5,5,5,Fulham,London,SW6 3BB,
2413,Morella Road,750000,Flat / Apartment,816,2,2,2,,London,SW12 8UH,
2414,Christchurch Road,7000000,House,6388,8,8,8,East Sheen,London,SW14 7AN,
2415,Chandlers Avenue,395000,Flat / Apartment,553,1,1,1,Greenwich,London,SE10 0NN,
2416,Elgin Avenue,685000,Flat / Apartment,661,2,2,2,Maida Vale,London,W9 1NH,
2417,Ashlar Court,795000,Flat / Apartment,986,2,2,2,21 Ravenscourt Gardens,London,W6 0TU,
2418,Twyford Abbey Road,699950,House,1029,3,3,3,,London,NW10 7HG,
2419,Lanark Mansions,600000,Flat / Apartment,570,2,2,2,14 Lanark Road,London,W9 1DB,
2420,Saltram Crescent,625000,Flat / Apartment,616,2,2,2,,London,W9 3HR,
2421,Hermitage Court,775000,Flat / Apartment,832,3,3,3,Knighten Street,London,E1W 1PW,
2422,Television Centre,1175000,Flat / Apartment,880,2,2,2,3 Wood Crescent,London,W12 7GN,
2423,Afghan Road,1200000,House,1449,4,4,4,,London,SW11 2QD,
2424,Regents Park Road,3000000,Flat / Apartment,1901,4,4,4,Primrose Hill,London,NW1 7TX,
2425,Elgin Avenue,975000,Flat / Apartment,787,2,2,2,Maida Vale,London,W9 2NS,
2426,Cholmeley Park,2650000,Penthouse,2402,5,5,5,Highgate,London,N6 5AD,
2427,Castelnau Court,575000,Flat / Apartment,793,3,3,3, Barnes,London,SW13 9DH,
2428,Dawson Place,3750000,Flat / Apartment,1657,3,3,3,,London,W2 4TJ,
2429,Balham Grove,730000,Flat / Apartment,893,2,2,2,,London,SW12 8AZ,
2430,Willoughby Mews,1095000,House,1268,3,3,3,,London,SW4 0QH,
2431,Boscobel Place,4400000,House,2087,4,4,4,Belgravia,London,SW1W 9PE,
2432,Culford Grove,1850000,House,1625,4,4,4,,London,N1 4HR,
2433,Haverstock Hill,1100000,Flat / Apartment,908,2,2,2,Hampstead,London,NW3 2BD,
2434,Coleherne Court,1495000,Flat / Apartment,971,2,2,2,The Little Boltons,London,SW5 0DL,
2435,Valley Road,375000,Flat / Apartment,504,1,1,1,,London,SW16 2AE,
2436,Tooting High Street,425000,Flat / Apartment,473,1,1,1,,London,SW17 0GU,
2437,Boundaries Road,675000,Flat / Apartment,767,2,2,2,,London,SW12 8BY,
2438,Lonsdale Road,3250000,House,3203,5,5,5,Barnes,London,SW13 9ED,
2439,Elmhurst Mansions,599950,Flat / Apartment,680,2,2,2,Edgeley Road,London,SW4 6HA,
2440,Lessar Avenue,1795000,House,2336,5,5,5,,London,SW4 9HQ,
2441,The Butts,1495000,House,2322,4,4,4,Brentford,Middlesex,TW8 8BJ,
2442,Blakesley Avenue,1000000,Flat / Apartment,1380,2,2,2,,London,W5 2DW,
2443,Colinette Road,940000,Flat / Apartment,1155,2,2,2,Putney,London,SW15 6QQ,
2444,Homefield Road,399950,Flat / Apartment,305,1,1,1,Wimbledon,London,SW19 4QF,
2445,Bow Quarter,365000,Flat / Apartment,415,1,1,1,60 Fairfield Road,London,E3 2UJ,
2446,Marlborough,750000,Flat / Apartment,892,2,2,2,Maida Vale,London,W9 1RW,
2447,Wandsworth Common West Side,1850000,House,2247,5,5,5,Wandsworth,London,SW18 2EE,
2448,Bournebridge Lane,1825000,House,3918,6,6,6,Stapleford Abbotts,Romford,RM4 1LT,
2449,King Henrys Road,1000000,Flat / Apartment,892,2,2,2,Primrose Hill,London,NW3 3QP,
2450,Rutland Gate,1275000,Flat / Apartment,675,2,2,2,,London,SW7 1PD,
2451,Ascensis Tower,2250000,Flat / Apartment,1945,3,3,3, Battesea,London,SW18 1AY,
2452,Oakley Square,3750000,House,4847,6,6,6,Camden,London,NW1 1NJ,
2453,Liverpool Road,750000,Flat / Apartment,880,2,2,2,Lower Holloway,London,N7 8PG,
2454,Jasmine House,500000,Flat / Apartment,680,2,2,2, Battersea,London,SW18 1GJ,
2455,Admiral Court,1600000,Flat / Apartment,1282,2,2,2, Chelsea Harbour,London,SW10 0UU,
2456,Seward Street,700000,Flat / Apartment,836,2,2,2,Clerkenwell,London,EC1V 3PA,
2457,Shirland Road,780000,Flat / Apartment,767,2,2,2,Maida Vale,London,W9 2EQ,
2458,Graham Terrace,2750000,House,1782,4,4,4,Belgravia,London,SW1W 8JE,
2459,Lexham Gardens,660000,Flat / Apartment,603,1,1,1,,London,W8 6JE,
2460,Mandrake Road,1195000,House,1602,5,5,5,,London,SW17 7PT,
2461,Inglethorpe Street,1699000,House,1993,5,5,5,Fulham,London,SW6 6NX,
2462,Cedarside Apartments,800000,Flat / Apartment,937,2,2,2,3 Albert Road,Queens Park,NW6 5FT,
2463,Blandfield Road,1250000,House,1450,3,3,3,,London,SW12 8BG,
2464,Densham House,800000,Flat / Apartment,945,3,3,3, St. John's Wood,London,NW8 7NT,
2465,Gorst Road,2250000,House,2351,5,5,5,,London,SW11 6JE,
2466,Horizons Tower,1250000,Flat / Apartment,1203,2,2,2, Canary Wharf,London,E14 9RG,
2467,Thirlmere Road,1875000,House,3478,7,7,7,,London,SW16 1QW,
2468,Greenford Avenue,1250000,House,2804,5,5,5,Hanwell,London,W7 3QS,
2469,Stokenchurch Street,2750000,House,2605,6,6,6, Fulham,London,SW6 3TR,
2470,Winfrith Road,550000,Flat / Apartment,896,2,2,2,,London,SW18 3BD,
2471,Great Titchfield Street,745000,Flat / Apartment,703,2,2,2,Fitzrovia,London,W1W 6RR,
2472,Dorland Court,525000,Flat / Apartment,654,2,2,2, Putney,London,SW15 2UG,
2473,Canaletto Tower,1150000,Flat / Apartment,882,2,2,2,257 City Road,London,EC1V 1AE,
2474,Macfarlane Road,2500000,House,2861,5,5,5,,London,W12 7JY,
2475,Elsworthy Rise,1050000,New development,612,1,1,1,Primrose Hill,London,NW3 3DS,
2476,Bickenhall Street,2900000,Penthouse,1455,2,2,2,Marylebone,London,W1U 6BN,
2477,Upper Wimpole Street,11950000,House,7226,5,5,5,Marylebone,London,W1G 6LU,
2478,Streathbourne Road,1975000,House,2910,7,7,7,,London,SW17 8QY,
2479,Fairfax Road,2800000,House,2959,5,5,5, Chiswick,London,W4 1EW,
2480,Cranley Gardens,1400000,Flat / Apartment,732,2,2,2,South Kensington,London,SW7 3BD,
2481,White Hart Lane,725000,Flat / Apartment,1242,2,2,2,Barnes,London,SW13 0PZ,
2482,Chenies Mews,2000000,Flat / Apartment,1335,2,2,2,,London,WC1E 6HU,
2483,Overstrand Mansions,850000,Flat / Apartment,838,2,2,2,Prince of Wales Drive,London,SW11 4HA,
2484,Tottenham Road,255000,Flat / Apartment,440,1,1,1,De Beauvoir,London,N1 4EP,
2485,Englewood Road,795000,Flat / Apartment,919,2,2,2,,London,SW12 9NZ,
2486,Hollen Street,1500000,New development,843,1,1,1,Soho,London,W1F 8AZ,
2487,One Kensington Gardens,5950000,Penthouse,1993,3,3,3,4 De Vere Gardens,London,W8 5AE,
2488,Courtnell Street,3250000,House,1813,3,3,3,,London,W2 5BX,
2489,Chi Building,550000,Flat / Apartment,893,2,2,2,54 Crowder Street,London,E1 0EZ,
2490,Patshull Road,500000,Flat / Apartment,418,1,1,1,Kentish Town,London,NW5 2JY,
2491,Ernle Road,2950000,House,3601,6,6,6,Wimbledon,London,SW20 0HJ,
2492,Vanderbilt Road,1135000,House,1675,4,4,4, Wandsworth,London,SW18 3BG,
2493,Potter Street,775000,House,1469,4,4,4,Northwood,Middlesex,HA6 1QH,
2494,Freegrove Road,1799500,House,2761,6,6,6,Holloway,London,N7 9RG,
2495,Dalston Lane,650000,Flat / Apartment,1018,2,2,2,Hackney,London,E8 1LX,
2496,Wild Hatch,2350000,House,2835,4,4,4,Hampstead Garden Suburb,London,NW11 7LD,
2497,Earl's Court Square,795000,Flat / Apartment,666,2,2,2,,London,SW5 9DG,
2498,Keepier Wharf,1900000,Flat / Apartment,1963,4,4,4, Limehouse,London,E14 8DH,
2499,Cambridge Road,1950000,House,1907,5,5,5,Barnes,London,SW13 0PG,
2500,Soval Court,950000,Flat / Apartment,1580,3,3,3, Northwood,Middlesex,HA6 2FS,
2501,Palace Gate,1850000,Flat / Apartment,1332,2,2,2,,London,W8 5LY,
2502,Academy Gardens,4950000,New development,2011,2,2,2,Duchess of Bedfords Walk,London,W8 7QQ,
2503,Church Street,2685000,House,3873,6,6,6,Hampton,Middlesex,TW12 2EG,
2504,Nutley Terrace,3995000,House,3480,3,3,3,Hampstead,London,NW3 5BX,
2505,St. Edmunds Terrace,6975000,Flat / Apartment,2583,3,3,3,St John's Wood,London,NW8 7ED,
2506,Dunstable Mews,2250000,House,1269,2,2,2,Marylebone,London,W1G 6BT,
2507,Elm Grove Road,2595000,House,3100,5,5,5,Barnes,London,SW13 0BX,
2508,Abbotts Close,650000,Flat / Apartment,767,2,2,2, Islington,London,N1 2HJ,
2509,Carmichael Court,685000,Flat / Apartment,783,3,3,3, Barnes,London,SW13 0HA,
2510,Pont Street,19450000,Flat / Apartment,4699,5,5,5,,London,SW1X 0AD,
2511,Mint Street,600000,Flat / Apartment,1026,3,3,3,Bethnal Green,London,E2 6FX,
2512,Amhurst Road,515000,Flat / Apartment,518,1,1,1,Hackney,London,E8 1JH,
2513,Calico Apartments,699950,Flat / Apartment,743,2,2,2,18A Varden Street,London,E1 2AR,
2514,College Court,750000,Flat / Apartment,1072,4,4,4,Queen Caroline Street,London,W6 9DY,
2515,Battersea Park Road,599950,Flat / Apartment,657,2,2,2,Battersea,London,SW11 4ND,
2516,Clapham Common North Side,2695000,House,2567,5,5,5,,London,SW4 9SD,
2517,Coleherne Mews,3600000,New development,2000,3,3,3,,London,SW10 9DZ,
2518,Maine Tower,1050000,New development,1075,3,3,3, Canary Wharf,London,E14 9DQ,
2519,Pendant Court,575000,Flat / Apartment,810,2,2,2, Newham,London,E16 2TF,
2520,Yvon House,500000,Flat / Apartment,536,1,1,1,Alexandra Avenue,London,SW11 4GA,
2521,Norton House,795000,Flat / Apartment,753,2,2,2,Duke of Wellington Avenue,London,SE18 6EY,
2522,Coborn Mews,550000,Flat / Apartment,574,2,2,2,Coborn Street,London,E3 2AB,
2523,Television Centre,1235000,Flat / Apartment,960,2,2,2,4 Wood Crescent,London,W12 7GP,
2524,Montagu Square,2595000,Flat / Apartment,1452,3,3,3,Marylebone,London,W1H 2LW,
2525,Church Path,900000,House,1467,3,3,3,Bollo Bridge Road,London,W3 8AY,
2526,Blurton Road,1275000,House,1730,3,3,3,,London,E5 0NH,
2527,Prince Albert Court,2700000,Flat / Apartment,1665,3,3,3,33 Prince Albert Road,London,NW8 7LU,
2528,Apex House,650000,Flat / Apartment,798,3,3,3, Brick Lane,London,E1 6LF,
2529,Gowrie Road,475000,Flat / Apartment,425,1,1,1,,London,SW11 5NR,
2530,Landor Road,450000,Flat / Apartment,647,1,1,1,,London,SW9 9PH,
2531,Queensland Road,550000,New development,728,2,2,2,Highbury,London,N7 7EZ,
2532,Sigdon Road,1150000,House,1398,3,3,3,Hackney,London,E8 1AP,
2533,Weston Road,595000,Flat / Apartment,702,2,2,2,Chiswick,London,W4 5NH,
2534,Princes Gate,7500000,Flat / Apartment,2290,3,3,3,,London,SW7 1QJ,
2535,Westover Hill,4850000,House,5613,5,5,5,Hampstead,London,NW3 7UH,
2536,Rusholme Road,3195000,House,4923,6,6,6,Putney,London,SW15 3JX,
2537,Ardwick Road,795000,New development,925,2,2,2,Fortune Green,London,NW2 2BX,
2538,Cedars Mews,2295000,House,2454,4,4,4,,London,SW4 0QD,
2539,Endlesham Road,2800000,House,2872,5,5,5,,London,SW12 8JL,
2540,Kingswood Road,1450000,House,2147,3,3,3,,London,SW19 3ND,
2541,Althorp Road,2950000,New development,3336,6,6,6,,London,SW17 7ED,
2542,Homestead Road,625000,Flat / Apartment,537,2,2,2,Fulham,London,SW6 7DB,
2543,Chaucer Road,1000000,House,1502,3,3,3,,London,W3 6DP,
2544,Eltham Court,575000,New development,800,2,2,2, West Ealing,London,W13 8RA,
2545,Moira Court,425000,Flat / Apartment,590,2,2,2,Balham High Road,London,SW17 7AQ,
2546,Hannaford Walk,349995,Flat / Apartment,486,1,1,1,,London,E3 3TF,
2547,Purcell Mansions,1100000,Flat / Apartment,1335,3,3,3, Barons Court,Fulham,W14 9TP,
2548,Godolphin Road,1800000,House,2366,4,4,4,,London,W12 8JN,
2549,Poplar Grove,1050000,Flat / Apartment,958,2,2,2,,London,W6 7RF,
2550,Fulham Park Gardens,1600000,Flat / Apartment,1763,4,4,4,Fulham,London,SW6 4JZ,
2551,Lonsdale Road,4500000,House,3908,6,6,6,Barnes,London,SW13 9JS,
2552,Dolben Court,1200000,Flat / Apartment,1083,2,2,2,Montaigne Close,London,SW1P 4BB,
2553,Kingston House South,2495000,Flat / Apartment,1753,3,3,3,Ennismore Gardens,London,SW7 1NF,
2554,Cabul Road,1275000,House,1750,4,4,4,Battersea,London,SW11 2PN,
2555,Dalmeny Court,1500000,Flat / Apartment,798,2,2,2, St. James's,London,SW1Y 6BL,
2556,Shirland Road,600000,Flat / Apartment,630,2,2,2,Maida Vale,London,W9 2EL,
2557,Randolph Avenue,1100000,Flat / Apartment,908,2,2,2,,London,W9 1PF,
2558,Grand Drive,575000,House,971,3,3,3,Raynes Park,London,SW20 9DG,
2559,Mandalay Road,925000,Flat / Apartment,893,2,2,2,Clapham,London,SW4 9EE,
2560,Southwell Gardens,4750000,Flat / Apartment,2500,3,3,3,,London,SW7 4SB,
2561,Napier Road,2000000,House,2189,3,3,3,,London,W14 8LQ,
2562,Battersea Bridge Road,799950,Flat / Apartment,1040,2,2,2,,Battersea,SW11 3AS,
2563,Fielding Road,1300000,House,1347,3,3,3,Chiswick,London,W4 1DB,
2564,Schubert Road,1100000,Flat / Apartment,2043,4,4,4,Putney,London,SW15 2QS,
2565,Great Eastern Street,1200000,Flat / Apartment,890,1,1,1,,London,EC2A 3EP,
2566,Nottingham Place,9250000,House,5139,4,4,4,,London,W1U 5LU,
2567,Mallinson Road,925000,Flat / Apartment,944,2,2,2,,London,SW11 1BP,
2568,Addisland Court,1450000,Flat / Apartment,961,2,2,2,Holland Villas Road,London,W14 8DA,
2569,Ashburn Gardens,2195000,Flat / Apartment,1623,3,3,3,,London,SW7 4DG,
2570,Bazalgette Court,550000,Flat / Apartment,797,2,2,2,Great West Road,London,W6 9AG,
2571,Waldemar Avenue,1950000,House,2054,5,5,5,Bishops Park,Fulham,SW6 5LU,
2572,Deodar Road,1375000,House,1360,3,3,3,Putney,London,SW15 2NJ,
2573,Thirsk Road,799999,Flat / Apartment,1090,2,2,2,,London,SW11 5SU,
2574,Boyd Building,440000,Flat / Apartment,847,2,2,2,10 Frobisher Yard,London,E16 2GY,
2575,Nottingham Place,3500000,Flat / Apartment,1956,3,3,3,Marylebone,London,W1U 5NH,
2576,Craig Tower,475000,Flat / Apartment,895,2,2,2, Bow,London,E3 4EF,
2577,Cavendish Road,825000,Flat / Apartment,1312,3,3,3,Brondesbury,London,NW6 7XP,
2578,Meadowbank,3500000,House,2956,5,5,5,Primrose Hill,London,NW3 3AY,
2579,Hillbrow,950000,Flat / Apartment,1239,3,3,3,,Richmond Hill,TW10 6BH,
2580,Draycott Place,2750000,Flat / Apartment,1474,3,3,3,,London,SW3 2SB,
2581,Mogul Building,625000,Flat / Apartment,928,2,2,2, Stratford,London,E15 1FY,
2582,Boat Race House,1295000,New development,1487,2,2,2,63 Mortlake High Street,London,SW14 8HL,
2583,West Hill Road,2950000,House,2995,5,5,5,Putney,London,SW18 1LE,
2584,Porchester Road,899995,Flat / Apartment,834,2,2,2,Notting Hill,London,W2 5DP,
2585,Alvington Crescent,1300000,House,1907,4,4,4,Hackney,London,E8 2NW,
2586,Elizabeth Mews,1495000,House,1020,2,2,2,Belsize Park,London,NW3 4UH,
2587,Keble Place,795000,Flat / Apartment,922,2,2,2,Barnes,London,SW13 8HL,
2588,Chiswick Quay,1450000,House,2106,4,4,4,Chiswick,London,W4 3UR,
2589,Sugden Road,795000,Flat / Apartment,860,2,2,2,,London,SW11 5ED,
2590,Barmouth Road,765000,Flat / Apartment,993,2,2,2,Wandsworth,London,SW18 2DT,
2591,Vicarage Drive,2150000,House,2309,5,5,5,,London,SW14 8RX,
2592,Ivory House,825000,Flat / Apartment,616,1,1,1,East Smithfield,London,E1W 1AT,
2593,Pond Place,9500000,House,4277,4,4,4,,London,SW3 6QJ,
2594,Knivet Road,1575000,House,1703,4,4,4, Fulham,London,SW6 1JJ,
2595,Wandsworth Road,1350000,House,1900,4,4,4,,London,SW8 3JF,
2596,Hans Crescent,2050000,Flat / Apartment,1003,2,2,2,,London,SW1X 0LJ,
2597,Beaufort Gardens,1999950,Flat / Apartment,802,2,2,2,,London,SW3 1PS,
2598,Pond Street,875000,Flat / Apartment,943,2,2,2,Hampstead,London,NW3 2PS,
2599,Glenburnie Road,1275000,House,1445,3,3,3,,London,SW17 7NE,
2600,Barrowgate Road,2850000,House,2833,5,5,5,Chiswick,London,W4 4QU,
2601,Bath Road,3500000,House,3775,7,7,7,Bedford Park,London,W4 1LJ,
2602,Stanlake Road,1875000,House,2618,5,5,5,,London,W12 7HG,
2603,Bridge Street,2100000,House,2139,5,5,5,Chiswick,London,W4 5UF,
2604,Abbey Lodge,3750000,Flat / Apartment,2315,4,4,4, St John's Wood,London,NW8 7RJ,
2605,Blomfield Road,2450000,Flat / Apartment,1289,2,2,2,Little Venice,London,W9 2PD,
2606,Arena Tower,498000,Flat / Apartment,554,1,1,1, Canary Wharf,London,E14 9TA,
2607,Oxborough House,590000,Flat / Apartment,795,2,2,2,33 Eltringham Street,London,SW18 1GS,
2608,Clerkenwell Road,900000,Flat / Apartment,756,2,2,2,,London,EC1M 5PY,
2609,Cranley Gardens,1195000,Flat / Apartment,850,1,1,1,,London,SW7 3DD,
2610,Courtfield Gardens,2195000,Flat / Apartment,1268,2,2,2,,London,SW5 0PD,
2611,Bassein Park Road,2400000,House,3029,6,6,6,,London,W12 9RZ,
2612,Park Mansions,850000,Flat / Apartment,975,3,3,3, Battersea,London,SW11 4HQ,
2613,Manor House,1025000,Flat / Apartment,1070,3,3,3, Marylebone,London,NW1 5NP,
2614,Balcombe Street,520000,Flat / Apartment,411,1,1,1,Marylebone,London,NW1 6HD,
2615,Charlwood Road,1950000,House,2158,3,3,3,Putney,London,SW15 1PW,
2616,Corinthia Residences,8950000,New development,2956,3,3,3,10 Whitehall Place,London,SW1A 2BD,
2617,Crane Grove,799950,House,686,2,2,2,,London,N7 8LE,
2618,Lansdowne Drive,1295000,House,1364,3,3,3,Hackney,London,E8 3ER,
2619,Dartmouth Terrace,410000,Flat / Apartment,547,1,1,1,Blackheath,London,SE10 8AX,
2620,Embassy Works,625000,Flat / Apartment,541,1,1,1,10-12 Lawn Lane,London,SW8 1UD,
2621,Dance Square,650000,Flat / Apartment,571,1,1,1,,London,EC1V 3AN,
2622,Beacon Tower,595000,Flat / Apartment,735,2,2,2,1 Spectrum Way,London,SW18 4GL,
2623,Tamarind Court,2650000,New development,1191,2,2,2,Stone Hall Gardens,London,W8 5UP,
2624,Wandsworth Common West Side,2500000,House,2882,6,6,6,Wandsworth,London,SW18 2ED,
2625,Queenstown Road,950000,House,1661,4,4,4,Battersea,London,SW8 3QD,
2626,Fladgate House,820000,New development,797,1,1,1,,4 Circus Road West,SW11 8EU,
2627,Heath Rise,1225000,Flat / Apartment,2056,3,3,3, Putney,London,SW15 3HF,
2628,Pembridge Villas,1795000,Flat / Apartment,1118,2,2,2,Notting Hill,London,W11 3EL,
2629,Holroyd Road,2295000,House,2899,4,4,4,Putney,London,SW15 6LN,
2630,Campden Hill Court,5000000,Flat / Apartment,2248,4,4,4,Campden Hill Road,London,W8 7HX,
2631,Campion Road,2895000,House,3414,6,6,6,Putney,London,SW15 6NN,
2632,Rutland Gate,1000000,Flat / Apartment,728,2,2,2,,London,SW7 1BH,
2633,Highbury New Park,625000,Flat / Apartment,825,2,2,2,,London,N5 2DJ,
2634,Freeland Road,3000000,House,4088,6,6,6,Ealing,London,W5 3HR,
2635,Edge Hill,3950000,New development,4438,5,5,5,Wimbledon,London,SW19 4NP,
2636,Gorst Road,2999000,House,3295,6,6,6,,London,SW11 6JE,
2637,Gloucester Street,965000,Flat / Apartment,925,2,2,2,Pimlico,London,SW1V 2DB,
2638,Byfeld Gardens,2000000,House,2127,4,4,4,Barnes,London,SW13 9HP,
2639,Montagu Mews West,5000000,House,2332,4,4,4,,Marylebone,W1H 2EE,
2640,Marryat Place,3450000,New development,3802,5,5,5,Wimbledon,London,SW19 5BL,
2641,Callow Street,895000,Flat / Apartment,555,1,1,1,,London,SW3 6BJ,
2642,Stanley Grove,1095000,House,1256,4,4,4,,London,SW8 3PB,
2643,West Eaton Place Mews,5650000,House,2753,4,4,4,Belgravia,London,SW1X 8LY,
2644,Foyle Road,2820000,New development,3900,5,5,5,Blackheath,London,SE3 7RH,
2645,Worple Avenue,2250000,House,2835,5,5,5,Wimbledon,London,SW19 4JQ,
2646,Speldhurst Road,1450000,House,1667,4,4,4,South Hackney,London,E9 7EH,
2647,City Road,700000,Flat / Apartment,997,2,2,2,,London,EC1V 2NR,
2648,Exchange Building,1850000,Penthouse,1836,2,2,2, Spitalfields,London,E1 6NQ,
2649,Doughty Street,3000000,House,3325,7,7,7,Bloomsbury,London,WC1N 2AA,
2650,Boundaries Road,1525000,House,2232,5,5,5,,London,SW12 8HG,
2651,Hatton Wall,1350000,Penthouse,1117,2,2,2,Clerkenwell,London,EC1N 8JJ,
2652,Dallington Street,625000,Flat / Apartment,636,1,1,1,Clerkenwell,London,EC1V 0DB,
2653,Marville Road,1650000,House,1576,4,4,4,Fulham,London,SW6 7BB,
2654,Inverness Street,450000,Flat / Apartment,500,1,1,1,Camden,London,NW1 7HB,
2655,Telford Terrace,1625000,House,1372,4,4,4,,London,SW1V 3AE,
2656,The Drive,1000000,House,1528,4,4,4,,Northwood,HA6 1HW,
2657,Rosebery Avenue,850000,Flat / Apartment,848,2,2,2,Clerkenwell,London,EC1R 4UL,
2658,Spencer Road,2495000,House,3609,6,6,6,,Twickenham,TW2 5TH,
2659,Chiswick Quay,2250000,House,2469,4,4,4,,London,W4 3UR,
2660,Hamilton Terrace,3950000,House,2803,5,5,5,St. John's Wood,London,NW8 9UG,
2661,Surrey Square,1750000,House,2396,5,5,5,,London,SE17 2JX,
2662,Newcastle House,1195000,Flat / Apartment,678,1,1,1, Marylebone,London,W1U 5BR,
2663,Magdalen Road,650000,Flat / Apartment,1077,2,2,2,Wandsworth,London,SW18 3NY,
2664,Perrymead Street,3000000,House,3027,5,5,5, Parsons Green,London,SW6 3SN,
2665,Ceram Court,550000,Flat / Apartment,960,2,2,2, Bow,London,E3 3GW,
2666,Bristol House,1000000,Flat / Apartment,659,1,1,1,67 Lower Sloane Street,London,SW1W 8DD,
2667,Park Square East,9950000,House,4876,6,6,6,Regent's Park,London,NW1 4LH,
2668,Chelsea Square,11950000,House,4785,5,5,5,,London,SW3 6LH,
2669,Trefoil Road,1500000,House,2123,5,5,5,Wandsworth,London,SW18 2EQ,
2670,Leathwaite Road,599999,Flat / Apartment,665,2,2,2,,London,SW11 1XG,
